name,tier,sector,sub_sector,region,country,hq,employees,fit,functions,website,linkedin,careers,notes
Meta,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.meta.com,https://www.linkedin.com/company/meta,https://www.meta.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Amazon,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.amazon.com,https://www.linkedin.com/company/amazon,https://www.amazon.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Apple,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.apple.com,https://www.linkedin.com/company/apple,https://www.apple.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Microsoft,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.microsoft.com,https://www.linkedin.com/company/microsoft,https://www.microsoft.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Salesforce,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.salesforce.com,https://www.linkedin.com/company/salesforce,https://www.salesforce.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
HubSpot,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.hubspot.com,https://www.linkedin.com/company/hubspot,https://www.hubspot.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Atlassian,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.atlassian.com,https://www.linkedin.com/company/atlassian,https://www.atlassian.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Datadog,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.datadog.com,https://www.linkedin.com/company/datadog,https://www.datadog.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
Snowflake,Tier 3,Big Tech & Enterprise SaaS,Big Tech & Enterprise SaaS,Global,,,,6,"Engineering, Product, Data, Growth",https://www.snowflake.com,https://www.linkedin.com/company/snowflake,https://www.snowflake.com/careers,"Tier 3 Big Tech & Enterprise SaaS talent pool for Lean. Useful for engineering, product, data, growth mapping."
McKinsey & Company,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.mckinsey.com,https://www.linkedin.com/company/mckinsey,https://www.mckinsey.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Bain & Company,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.bain.com,https://www.linkedin.com/company/bain-and-company,https://www.bain.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Boston Consulting Group,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.bcg.com,https://www.linkedin.com/company/boston-consulting-group,https://www.bcg.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Accenture,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.accenture.com,https://www.linkedin.com/company/accenture,https://www.accenture.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Deloitte,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.deloitte.com,https://www.linkedin.com/company/deloitte,https://www.deloitte.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
PwC,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.pwc.com,https://www.linkedin.com/company/pwc,https://www.pwc.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
EY,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.ey.com,https://www.linkedin.com/company/ey,https://www.ey.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
KPMG,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.kpmg.com,https://www.linkedin.com/company/kpmg,https://www.kpmg.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Oliver Wyman,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.oliver-wyman.com,https://www.linkedin.com/company/oliver-wyman,https://www.oliver-wyman.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Strategy&,Tier 3,Consulting,Consulting,Global,,,,6,"Strategy, Commercial, Operations, Partnerships",https://www.strategyand.pwc.com,https://www.linkedin.com/company/strategyand,https://www.strategyand.pwc.com/careers,"Tier 3 Consulting talent pool for Lean. Useful for strategy, commercial, operations, partnerships mapping."
Property Finder,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.property-finder.com,https://www.linkedin.com/company/property-finder,https://www.property-finder.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Kitopi,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.kitopi.com,https://www.linkedin.com/company/kitopi,https://www.kitopi.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Noon,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.noon.com,https://www.linkedin.com/company/noon,https://www.noon.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Dubizzle Group,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.dubizzle-group.com,https://www.linkedin.com/company/dubizzle-group,https://www.dubizzle-group.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Talabat,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.talabat.com,https://www.linkedin.com/company/talabat,https://www.talabat.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Careem Pay,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.careem.com,https://www.linkedin.com/company/careem,https://www.careem.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Wio Bank,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.wio.io,https://www.linkedin.com/company/wio-bank,https://www.wio.io/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Mashreq Neo,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.mashreq.com,https://www.linkedin.com/company/mashreq-bank,https://www.mashreq.com/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
Liv.,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://www.liv.me,https://www.linkedin.com/company/livbank,https://www.liv.me/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
STC Pay,Tier 3,Regional Scale-Ups & Digital Finance,Regional Scale-Ups & Digital Finance,MENA / GCC,,,,7,"Product, Growth, Commercial, Operations",https://stcpay.com.sa,https://www.linkedin.com/company/stc-pay,https://stcpay.com.sa/careers,"Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping."
JPMorgan Chase,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.jpmorganchase.com,https://www.linkedin.com/company/jpmorganchase,https://www.jpmorganchase.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
Citi,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.citi.com,https://www.linkedin.com/company/citi,https://www.citi.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
HSBC,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.hsbc.com,https://www.linkedin.com/company/hsbc,https://www.hsbc.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
Standard Chartered,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.standard-chartered.com,https://www.linkedin.com/company/standard-chartered,https://www.standard-chartered.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
First Abu Dhabi Bank,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.bankfab.com,https://www.linkedin.com/company/fab,https://www.bankfab.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
Emirates NBD,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.emirates-nbd.com,https://www.linkedin.com/company/emirates-nbd,https://www.emirates-nbd.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
ADCB,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.adcb.com,https://www.linkedin.com/company/adcb,https://www.adcb.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
Saudi National Bank,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.alahli.com,https://www.linkedin.com/company/the-saudi-national-bank,https://www.alahli.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
Al Rajhi Bank,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.alrajhibank.com.sa,https://www.linkedin.com/company/alrajhi-bank,https://www.alrajhibank.com.sa/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
QNB,Tier 3,Financial Institutions,Financial Institutions,Global / GCC,,,,6,"Partnerships, Compliance, Risk, Operations, Product",https://www.qnb.com,https://www.linkedin.com/company/qnb,https://www.qnb.com/careers,"Tier 3 Financial Institutions talent pool for Lean. Useful for partnerships, compliance, risk, operations, product mapping."
Worldpay,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.worldpay.com,https://www.linkedin.com/company/worldpay,https://www.worldpay.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
FIS,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.fis.com,https://www.linkedin.com/company/fis,https://www.fis.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Fiserv,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.fiserv.com,https://www.linkedin.com/company/fiserv,https://www.fiserv.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
PayPal,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.paypal.com,https://www.linkedin.com/company/paypal,https://www.paypal.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Block,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://block.xyz,https://www.linkedin.com/company/block,https://block.xyz/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Square,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://squareup.com,https://www.linkedin.com/company/square,https://squareup.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Braintree,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.braintree.com,https://www.linkedin.com/company/braintree,https://www.braintree.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Network International,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.network.ae,https://www.linkedin.com/company/network-international,https://www.network.ae/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Magnati,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://www.magnati.com,https://www.linkedin.com/company/magnati,https://www.magnati.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Amazon Payment Services,Tier 2,Payments & Merchant Services,Payments & Merchant Services,Global / MENA,,,,8,"Commercial, Product, Engineering, Risk, Operations",https://paymentservices.amazon.com,https://www.linkedin.com/company/amazon-payment-services,https://paymentservices.amazon.com/careers,"Tier 2 Payments & Merchant Services talent pool for Lean. Useful for commercial, product, engineering, risk, operations mapping."
Razorpay,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.razorpay.com,https://www.linkedin.com/company/razorpay,https://www.razorpay.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
PhonePe,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.phonepe.com,https://www.linkedin.com/company/phonepe,https://www.phonepe.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
Paytm,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.paytm.com,https://www.linkedin.com/company/paytm,https://www.paytm.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
Pine Labs,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.pine-labs.com,https://www.linkedin.com/company/pine-labs,https://www.pine-labs.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
Juspay,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.juspay.com,https://www.linkedin.com/company/juspay,https://www.juspay.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
Cashfree Payments,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.cashfree-payments.com,https://www.linkedin.com/company/cashfree-payments,https://www.cashfree-payments.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
Mollie,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.mollie.com,https://www.linkedin.com/company/mollie,https://www.mollie.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
SumUp,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.sumup.com,https://www.linkedin.com/company/sumup,https://www.sumup.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
iZettle,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.izettle.com,https://www.linkedin.com/company/izettle,https://www.izettle.com/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
Klarna Kosma,Tier 2,Payments & Open Banking Adjacent,Payments & Open Banking Adjacent,India / Europe,,,,8,"Engineering, Product, Partnerships, Commercial",https://www.klarna.com/kosma/,https://www.linkedin.com/company/klarna-kosma,https://www.klarna.com/kosma/careers,"Tier 2 Payments & Open Banking Adjacent talent pool for Lean. Useful for engineering, product, partnerships, commercial mapping."
