name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,website_url,linkedin_company_url,careers_url,crunchbase_url,recommended_functions,rationale,source,source_url,awesomefintech_categories,awesomefintech_rank
CleanCapital,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #29. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #29
Clearco,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #16, Digital Lending #24. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Top 200; Digital Lending,Top 200 #16; Digital Lending #24
Clip,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #48. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #48
Coalition,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #11. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #11
Coinbase,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #47, WealthTech #12. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,Top 200; WealthTech,Top 200 #47; WealthTech #12
Collibra,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #9. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #9
CommonBond,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #17. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #17
ComplySci,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #35
Credit Kudos,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #48. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #48
Credit Sesame,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #46
Creditas,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #43, Digital Lending #44. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Top 200; Digital Lending,Top 200 #43; Digital Lending #44
Cross River Bank,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #43, Open Banking #5, Banking #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Open Banking; Banking,Payments #43; Open Banking #5; Banking #37
CurrencyCloud,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #12. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #12
Current,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #50, Banking #41, Neobanks #24. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Banking; Neobanks,Payments #50; Banking #41; Neobanks #24
D-Wave Systems,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #25. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #25
DailyPay,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #35, WealthTech #14. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; WealthTech,Payments #35; WealthTech #14
DataRobot,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #9, RegTech #1, AI #4. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; RegTech; AI,Banking #9; RegTech #1; AI #4
Dataminr,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #5. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #5
Dave,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Neobanks #29, WealthTech #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks; WealthTech,Neobanks #29; WealthTech #35
Deposit Solutions,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Open Banking #9, RegTech #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking; RegTech,Open Banking #9; RegTech #27
Deserve,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Neobanks #42, WealthTech #50, AI #38. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks; WealthTech; AI,Neobanks #42; WealthTech #50; AI #38
DianRong,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #35
Digital Reasoning Systems,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #40
Divvy,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #35, Payments #26, Digital Lending #33, Neobanks #12. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Digital Lending; Neobanks,Top 200 #35; Payments #26; Digital Lending #33; Neobanks #12
Doma,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #46
DriveWealth,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Open Banking #3, WealthTech #13. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking; WealthTech,Open Banking #3; WealthTech #13
Du Xiaoman Financial,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #5. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #5
EBANX,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #40
ElectrifAi,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #39. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #39
Enigma Technologies,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #38. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #38
Envestnet | Yodlee,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #49. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #49
Exo Investing,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #34. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #34
FI.SPAN,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #31
FS Card,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #43. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #43
Fair,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #7. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #7
Featurespace,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #43. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #43
Fenergo,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #29. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #29
Figure Technologies,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #11, Digital Lending #14, AI #3. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Top 200; Digital Lending; AI,Top 200 #11; Digital Lending #14; AI #3
FinAccel,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #46
FinLync,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #37
First Data,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #3. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #3
Flexiti,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #22, Digital Lending #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Digital Lending,Payments #22; Digital Lending #31
Forge Global,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #41. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #41
ForgeRock,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #18. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #18
Forter,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #49, Payments #33. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments,Top 200 #49; Payments #33
Fundbox,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #41. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #41
Funding Circle,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #37
Funding Xchange,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #35
Fundrise,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #24. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #24
Futu Securities,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #45
Galileo Financial Technologies,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #16
Grab,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #1, Payments #2. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments,Top 200 #1; Payments #2
GreenSky,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #40
Greenlight,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #45, Payments #31, Banking #28, Neobanks #18. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Banking; Neobanks; WealthTech,Top 200 #45; Payments #31; Banking #28; Neobanks #18; WealthTech #11
Guideline,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #26. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #26
Gusto,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #30
H2O.ai,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #33, AI #49. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech; AI,RegTech #33; AI #49
Happy Money,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #23. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #23
HighRadius,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #39, Banking #31, AI #13. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Banking; AI,Payments #39; Banking #31; AI #13
Hippo Insurance,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #29, AI #8. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,Top 200; AI,Top 200 #29; AI #8
Human Interest,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #27
Hyperscience,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #40
IBanFirst,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #24. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #24
Ice Kredit,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #47. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #47
Immuta,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #30, AI #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech; AI,RegTech #30; AI #46
Judo Bank,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #7, Digital Lending #12, Neobanks #7. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending; Neobanks,Banking #7; Digital Lending #12; Neobanks #7
Jumia Technologies,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #20. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #20
Jumio,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #25, AI #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech; AI,RegTech #25; AI #35
Kabbage,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #4. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #4
Kin Insurance,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #44. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #44
Klarna,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #3, Payments #6, Open Banking #1, Digital Lending #3. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Open Banking; Digital Lending,Top 200 #3; Payments #6; Open Banking #1; Digital Lending #3
Konfio,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #38, Digital Lending #38. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Top 200; Digital Lending,Top 200 #38; Digital Lending #38
Kreditech,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #49. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #49
Kueski,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #45
Kyriba,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #31
Landbay,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #18. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #18
Lemonade,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #12. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #12
LendBuzz,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #45
LendInvest,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #12, Digital Lending #15. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Top 200; Digital Lending,Top 200 #12; Digital Lending #15
LendKey Technologies,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #10, Digital Lending #20. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending,Banking #10; Digital Lending #20
LendingPoint,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #10. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #10
LendingUSA,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #48. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #48
